CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,min_recency,max_recency,cluster
12384,2,273.58000000000004,292.58,283.08000000000004,566.1600000000001,93.88000000000001,4.9799999999999995,40.5,77.1,349.7,28,121,1
12386,2,143.0,258.9,200.95,401.9,17.700000000000003,111.19999999999999,174.6,0.0,98.4,337,366,3
12388,6,124.05000000000001,902.09,463.4433333333333,2780.66,710.5500000000001,400.6,517.8,785.86,365.85,15,326,5
12390,1,549.84,549.84,549.84,549.84,60.60000000000001,116.04,106.19999999999999,128.5,138.5,79,79,1
12391,1,439.66,439.66,439.66,439.66,107.80000000000001,43.059999999999995,145.95,104.05000000000001,38.8,21,21,1
12393,4,177.00000000000003,521.5,395.65,1582.6,288.9,46.8,782.3,449.75000000000006,14.850000000000001,72,332,5
12394,2,381.08,891.4,636.24,1272.48,17.700000000000003,237.76,499.72,305.4,211.9,63,217,5
12395,12,149.97,346.68,249.85666666666665,2998.2799999999997,555.08,811.9,527.3,455.5,648.5,19,371,5
12397,2,1195.09,1214.81,1204.9499999999998,2409.8999999999996,312.4,277.6,637.5,472.25000000000006,710.15,35,135,7
12398,1,1635.6599999999999,1635.6599999999999,1635.6599999999999,1635.6599999999999,182.24,427.84,554.78,146.9,323.9,45,45,7
12399,4,130.08,480.90000000000003,277.1625,1108.65,75.25999999999999,509.44,404.4,44.550000000000004,75.0,119,261,5
12401,1,84.3,84.3,84.3,84.3,0.0,0.0,0.0,15.0,69.3,303,303,3
12402,1,225.6,225.6,225.6,225.6,131.10000000000002,0.0,64.5,0.0,30.0,323,323,3
12403,1,409.7,409.7,409.7,409.7,0.0,0.0,0.0,391.7,18.0,49,49,1
12405,1,1710.39,1710.39,1710.39,1710.39,354.61,213.72,155.95999999999998,305.70000000000005,680.4,148,148,7
12406,2,1486.7,1794.05,1640.375,3280.75,788.46,357.08,855.6099999999999,1096.4500000000003,183.14999999999998,22,183,7
12407,5,192.34,719.06,341.62399999999997,1708.12,166.08,383.82,585.27,137.4,435.55,49,264,5
12408,5,56.900000000000006,751.49,568.54,2842.7,877.29,260.12,690.6999999999999,571.1500000000001,443.44,32,260,5
12409,2,4860.64,6196.29,5528.465,11056.93,1939.6200000000001,1073.78,2340.9399999999996,2888.1900000000005,2814.3999999999996,78,182,6
12410,2,68.0,613.0799999999999,340.53999999999996,681.0799999999999,35.400000000000006,10.08,191.39999999999998,33.6,410.6,308,308,3
12412,3,336.14,514.5,408.96000000000004,1226.88,283.38,199.79999999999998,345.79999999999995,296.05,101.85,74,169,1
12413,3,84.65,415.3,231.38333333333335,694.1500000000001,242.55,90.4,39.599999999999994,89.4,232.2,66,337,5
12414,3,153.76,242.8,187.47,562.41,50.400000000000006,67.56,156.6,118.80000000000001,169.05,217,310,3
12415,19,61.199999999999996,22775.93,6507.272631578947,123638.18,21713.62,14525.72,33260.82,32835.200000000004,21302.82,24,337,10
12417,9,259.39,562.69,397.64444444444445,3578.8,341.41,402.08,485.36,800.25,1549.7,3,357,5
12418,1,668.58,668.58,668.58,668.58,30.049999999999997,113.58,64.8,156.3,303.85,112,112,1
12420,1,600.39,600.39,600.39,600.39,52.02,50.519999999999996,106.7,201.3,189.85,63,63,1
12421,4,157.45,239.35,201.76,807.04,145.44,115.16,206.69,69.75,270.0,15,319,5
12422,3,147.7,417.36,267.8533333333333,803.56,287.90000000000003,57.099999999999994,242.10999999999999,58.2,158.25,95,324,5
12423,8,84.92,347.35,231.13875000000002,1849.1100000000001,578.26,407.88,438.71999999999997,82.7,341.55,0,353,5
12424,2,294.64000000000004,1466.3200000000002,880.4800000000001,1760.9600000000003,705.4,19.919999999999998,359.03999999999996,640.9,35.7,162,162,1
12425,1,777.2,777.2,777.2,777.2,147.40000000000003,75.34,412.96,99.0,42.5,78,78,7
12426,1,582.73,582.73,582.73,582.73,129.00000000000003,12.7,218.77999999999997,53.1,169.15,194,194,3
12427,3,179.24,282.58,236.12333333333333,708.37,146.37,0.0,197.39999999999998,56.35000000000001,308.25,21,371,5
12428,9,373.72,2462.42,875.2444444444445,7877.200000000001,1248.69,886.99,1004.6899999999999,1567.78,3169.05,25,283,0
12429,4,437.98,1281.5,937.6,3750.4,725.58,201.12,426.79999999999995,1478.6,918.3,9,365,5
12430,1,256.4,256.4,256.4,256.4,25.200000000000003,41.4,32.4,69.6,87.8,43,43,1
12431,15,89.80000000000001,640.1,423.25933333333336,6348.89,1454.9,303.64,1850.4499999999998,1054.95,1684.95,35,373,0
12432,5,64.6,2862.06,1011.8639999999999,5059.32,541.8199999999999,476.4,722.0,611.85,2707.25,42,172,5
12433,7,19.799999999999997,2843.29,1910.8385714285716,13375.87,2554.5600000000004,2552.9,4147.639999999999,2861.6200000000003,1259.15,0,373,0
12434,2,273.05,519.89,396.47,792.94,56.040000000000006,140.0,127.3,157.20000000000002,312.4,84,260,5
12435,2,3850.9,3978.9900000000002,3914.945,7829.89,1200.4,0.0,738.24,643.5,5247.75,79,267,6
12436,1,509.01,509.01,509.01,509.01,111.46000000000001,66.0,0.0,153.45000000000002,178.10000000000002,99,99,1
12437,18,65.1,736.55,272.03666666666663,4896.66,684.95,986.8,1298.96,248.0,1677.9499999999998,1,331,0
12438,2,890.0699999999999,2016.78,1453.425,2906.85,343.48,219.18,611.24,462.25,1270.7,14,140,7
12441,1,173.55,173.55,173.55,173.55,70.80000000000001,31.5,15.0,38.25,18.0,366,366,3
12442,1,172.06,172.06,172.06,172.06,35.400000000000006,61.26,47.4,0.0,28.0,3,3,1
12444,5,562.54,1870.2,1001.092,5005.46,494.09000000000003,56.4,664.42,818.0500000000001,2972.5,21,171,7
12445,1,133.4,133.4,133.4,133.4,30.0,0.0,47.4,0.0,56.0,22,22,1
12446,1,1002.3100000000001,1002.3100000000001,1002.3100000000001,1002.3100000000001,203.13,20.34,196.24,298.3,284.3,57,57,7
12447,1,476.49,476.49,476.49,476.49,135.6,6.8,173.04,64.35000000000001,96.7,243,243,3
12448,1,449.45,449.45,449.45,449.45,58.5,37.2,173.39999999999998,14.850000000000001,165.5,44,44,1
12449,4,777.95,1342.71,1016.8225,4067.29,742.8400000000001,202.02,870.98,891.0,1360.45,22,187,7
12450,2,96.0,101.88,98.94,197.88,65.22,20.159999999999997,112.5,0.0,0.0,156,173,3
12451,5,262.5,2817.5099999999998,1786.7040000000002,8933.52,1917.1599999999999,1748.1799999999998,2996.18,1065.65,1206.3500000000001,10,324,0
12452,2,80.0,348.57,214.285,428.57,75.78,23.84,120.0,48.2,160.75,16,16,1
12453,1,707.09,707.09,707.09,707.09,110.34,93.6,303.79999999999995,136.65,62.7,134,134,7
12455,6,15.0,1683.9,411.1433333333334,2466.86,317.9,976.16,675.6,262.5,234.7,73,296,5
12456,3,915.64,1298.08,1051.2966666666666,3153.89,367.0400000000001,383.98,855.4699999999999,280.05,1267.35,44,254,7
12457,6,40.0,728.83,319.63,1917.78,248.19,63.84,505.15,324.05,776.55,81,239,5
12458,2,441.92,505.48,473.70000000000005,947.4000000000001,113.70000000000002,85.79999999999998,439.2,97.7,211.0,71,284,5
12461,2,200.0,626.88,413.44,826.88,35.400000000000006,33.839999999999996,158.14,145.5,454.0,94,154,1
12462,2,382.7,741.31,562.005,1124.01,85.43,113.52,315.76,123.94999999999999,485.34999999999997,18,303,5
12463,4,291.98,339.19,320.895,1283.58,287.32000000000005,168.68,510.03,138.15,179.4,53,241,5
12464,8,34.0,281.9,151.50625,1212.05,76.5,0.0,0.0,0.0,1135.55,10,309,5
12465,2,292.95,440.94,366.945,733.89,162.3,204.44,139.95,134.8,92.4,17,169,1
12468,2,220.59,503.45000000000005,362.02000000000004,724.0400000000001,204.50000000000003,88.94000000000001,202.8,84.15,143.65,187,316,3
12471,30,29.700000000000003,2238.5099999999998,633.7206666666666,19011.62,2520.73,2175.94,3569.25,3100.0,7645.7,2,364,0
12472,7,268.08,1631.3,909.0257142857142,6363.179999999999,1295.3500000000001,1016.4499999999999,2331.98,671.3000000000001,1048.1,32,369,0
12473,4,464.52,1697.98,815.4475,3261.79,473.93,700.53,1021.21,144.7,921.42,29,191,5
12474,18,7.800000000000001,776.3199999999999,397.9322222222222,7162.78,1732.8400000000001,1265.76,2392.98,774.7,996.5,17,329,0
12475,1,723.38,723.38,723.38,723.38,61.900000000000006,123.28,207.6,151.35000000000002,179.25,53,53,1
12476,11,12.45,1651.71,597.8045454545455,6575.85,1002.96,305.83,1366.54,907.8700000000001,2992.6499999999996,15,361,0
12477,6,1059.24,4169.58,2187.96,13127.76,1992.68,254.42000000000002,1050.6299999999999,4329.08,5500.95,22,301,7
12478,1,680.99,680.99,680.99,680.99,75.78,40.56,98.4,219.65,246.6,3,3,1
12479,1,482.3,482.3,482.3,482.3,47.94,140.96,128.2,64.35000000000001,100.85,11,11,1
12480,4,557.6800000000001,1136.6799999999998,820.4075,3281.63,607.6800000000001,333.36,1068.04,613.45,659.1,28,336,5
12481,10,134.82,1307.76,557.436,5574.360000000001,660.73,758.76,1866.12,773.2,1515.55,22,365,5
12483,8,8.5,507.56,291.95375,2335.63,769.1400000000001,186.7,367.03999999999996,487.35,525.4,17,339,5
12484,6,140.0,1241.99,746.8116666666666,4480.87,641.5500000000001,520.0799999999999,1042.09,931.4000000000001,1345.75,32,336,5
12488,3,214.06,553.39,432.8866666666667,1298.66,394.97,57.74,275.3,202.55,368.1,9,75,1
12489,1,334.93,334.93,334.93,334.93,87.0,10.08,29.699999999999996,64.65,143.5,336,336,3
12490,10,331.5,1035.82,541.793,5417.93,2098.7400000000002,657.74,1358.9,578.65,723.9,5,329,5
12491,1,460.40000000000003,460.40000000000003,460.40000000000003,460.40000000000003,81.30000000000001,98.30000000000001,79.0,96.10000000000001,105.7,38,38,1
12492,2,126.39000000000001,136.82,131.60500000000002,263.21000000000004,46.5,63.26,53.4,64.05000000000001,36.0,63,105,1
12493,2,201.24,215.55,208.395,416.79,102.11,29.88,188.4,29.700000000000003,66.7,165,197,3
12494,7,4.949999999999999,403.09000000000003,163.47142857142856,1144.3,381.25,182.2,196.45,126.70000000000002,257.7,15,365,5
12497,1,1043.1,1043.1,1043.1,1043.1,177.60000000000002,345.9,429.6,0.0,90.0,81,81,7
12498,3,30.450000000000003,247.25,134.56666666666666,403.7,103.80000000000001,35.7,82.5,92.0,89.7,21,57,1
12500,11,3.0,1075.0,382.38818181818186,4206.27,74.6,9.24,2657.2799999999997,474.0,991.1500000000001,23,333,5
12501,1,2089.68,2089.68,2089.68,2089.68,335.05,516.2,510.18,315.0,413.25,336,336,7
12502,5,522.6,1092.35,744.774,3723.87,355.72,135.6,296.4,523.85,2412.3,95,309,5
12504,2,32.65,114.0,73.325,146.65,0.0,0.0,60.0,0.0,86.65,18,30,1
12506,1,73.5,73.5,73.5,73.5,16.45,2.55,7.55,19.15,27.8,232,232,3
12507,3,46.75,811.9,421.18666666666667,1263.56,121.5,312.24,427.11999999999995,125.2,277.5,134,298,5
12508,2,123.08,274.8,198.94,397.88,74.68,83.48,118.82,120.9,0.0,26,29,1
12509,1,176.5,176.5,176.5,176.5,0.0,25.5,0.0,99.0,52.0,284,284,3
12510,2,301.52,681.05,491.28499999999997,982.5699999999999,53.10000000000001,45.9,233.29999999999998,255.27,395.0,142,325,5
12512,2,15.7,116.48,66.09,132.18,14.350000000000001,40.43,19.95,43.55,13.9,66,66,1
12513,1,586.79,586.79,586.79,586.79,72.2,150.54,249.29999999999998,22.5,92.25,112,112,1
12514,1,1017.68,1017.68,1017.68,1017.68,112.5,102.0,330.18,86.2,386.8,267,267,7
12515,1,383.7,383.7,383.7,383.7,17.700000000000003,35.400000000000006,63.75,38.25,228.6,353,353,3
12516,2,583.2,728.86,656.03,1312.06,811.2,359.86,15.0,0.0,126.0,77,180,1
12517,5,54.0,771.75,488.73,2443.65,655.6800000000001,271.23,802.99,328.70000000000005,385.05,28,190,5
12518,5,324.83,524.9,411.378,2056.89,561.78,333.22,561.24,279.0,321.65,0,110,1
12519,1,330.84,330.84,330.84,330.84,98.64,39.0,105.19999999999999,0.0,88.0,63,63,1
12520,5,246.54,935.67,516.5020000000001,2582.51,382.97,347.14,797.1999999999999,388.40000000000003,679.55,79,273,5
12521,1,599.68,599.68,599.68,599.68,198.34,37.34,196.29999999999998,67.05000000000001,100.65,142,142,1
12522,2,89.4,103.32,96.36,192.72,35.040000000000006,4.0,72.97999999999999,44.7,36.0,39,51,1
12523,11,102.95,243.22,158.68818181818182,1745.57,335.85,185.44,321.08,434.15000000000003,469.05,19,331,5
12524,8,289.1,1094.33,560.7149999999999,4485.719999999999,1256.6299999999999,690.92,1445.52,182.10000000000002,910.55,9,333,5
12526,3,277.08,520.3,438.8866666666666,1316.6599999999999,380.47,87.56,423.28,168.3,257.05,0,94,1
12527,3,63.790000000000006,152.4,116.23666666666668,348.71000000000004,151.14000000000001,75.52,55.2,14.850000000000001,52.0,81,325,5
12528,6,229.0,493.53000000000003,320.38,1922.28,141.60000000000002,119.12,483.55999999999995,232.35,945.65,9,312,5
12530,4,378.0,440.63,405.9075,1623.63,625.98,219.1,167.7,225.10000000000002,385.75,59,336,5
12531,1,125.22,125.22,125.22,125.22,39.47,0.85,30.049999999999997,24.9,29.95,14,14,1
12532,1,349.83000000000004,349.83000000000004,349.83000000000004,349.83000000000004,150.72000000000003,19.56,34.8,92.25,52.5,30,30,1
12534,1,1089.18,1089.18,1089.18,1089.18,69.8,130.3,509.47999999999996,88.80000000000001,290.8,130,130,7
12535,2,344.9,371.45,358.17499999999995,716.3499999999999,61.199999999999996,40.8,68.6,347.85,197.89999999999998,91,186,1
12536,2,4151.26,4161.06,4156.16,8312.32,853.1800000000001,536.18,1351.6,805.15,4766.21,43,59,6
12538,1,363.95,363.95,363.95,363.95,12.600000000000001,25.2,111.3,109.65,105.2,29,29,1
12539,4,1050.66,1715.85,1392.0875,5568.35,1070.7800000000002,278.03999999999996,1432.08,1067.9,1719.5499999999997,22,333,7
12540,17,277.48,1380.11,783.634705882353,13321.79,1931.7800000000002,1316.68,3767.2599999999998,1671.77,4634.3,19,361,0
12541,3,223.74,445.03999999999996,327.06,981.18,97.68,261.15999999999997,298.03999999999996,59.400000000000006,264.9,29,280,5
12544,1,355.7,355.7,355.7,355.7,102.78,0.0,101.72,63.400000000000006,87.8,36,36,1
12545,2,372.24,628.15,500.195,1000.39,17.700000000000003,78.24,516.45,89.55000000000001,298.45000000000005,75,259,5
12546,2,401.3,740.2,570.75,1141.5,365.40000000000003,139.39999999999998,214.1,242.2,180.4,46,77,1
12547,2,48.4,159.4,103.9,207.8,30.599999999999998,61.199999999999996,60.0,0.0,56.0,197,280,3
12548,1,95.19999999999999,95.19999999999999,95.19999999999999,95.19999999999999,0.0,0.0,67.19999999999999,0.0,28.0,166,166,3
12550,1,964.83,964.83,964.83,964.83,117.25,112.28,305.5,126.95,302.85,79,79,7
12551,1,168.0,168.0,168.0,168.0,78.0,0.0,90.0,0.0,0.0,357,357,3
12552,2,120.0,317.82,218.91,437.82,0.0,10.5,29.119999999999997,87.3,310.9,38,39,1
12553,10,6.3,664.01,365.225,3652.25,1245.18,351.24,862.8299999999999,539.9,653.1,8,329,5
12556,2,290.81,308.75,299.78,599.56,120.62,81.66999999999999,173.96999999999997,84.25,139.05,50,151,1
12557,5,620.0,4146.34,2398.192,11990.960000000001,0.0,81.6,2552.24,9357.12,0.0,16,371,7
12559,2,75.60000000000001,460.61,268.105,536.21,167.4,48.36,83.2,184.25,53.0,310,319,3
12560,3,144.0,1268.61,703.4366666666666,2110.31,331.22,265.84,514.9,651.3,347.05,5,143,1
12561,1,238.85,238.85,238.85,238.85,30.300000000000004,62.4,23.4,77.45,45.3,302,302,3
12562,7,388.64,654.37,540.2485714285714,3781.74,1367.6200000000001,227.51999999999998,1031.9,352.95000000000005,801.75,8,198,5
12564,1,456.9,456.9,456.9,456.9,53.10000000000001,0.0,146.39999999999998,59.400000000000006,198.0,261,261,3
12565,1,131.17,131.17,131.17,131.17,20.650000000000002,5.04,76.79999999999998,17.700000000000003,10.98,288,288,3
12566,1,346.7,346.7,346.7,346.7,0.0,80.7,92.3,62.900000000000006,110.8,86,86,1
12567,9,286.34000000000003,1650.1,1012.7711111111112,9114.94,1568.8200000000002,717.38,2388.84,1517.3000000000002,2922.6000000000004,22,369,0
12569,32,49.75,324.98,127.03093750000001,4064.9900000000002,502.86000000000007,331.56,985.8199999999999,688.0500000000001,1556.7,2,252,0
12571,2,248.35,271.26,259.805,519.61,50.7,192.96,246.10000000000002,29.85,0.0,39,121,1
12572,2,487.68,517.04,502.36,1004.72,150.83,84.64,154.79999999999998,228.0,386.45000000000005,8,51,1
12573,1,160.54000000000002,160.54000000000002,160.54000000000002,160.54000000000002,93.15,22.63,24.91,9.9,9.95,227,227,3
12574,1,218.45,218.45,218.45,218.45,97.9,0.0,15.0,49.650000000000006,55.9,315,315,3
12576,5,154.8,379.28,261.396,1306.98,153.10000000000002,256.34000000000003,623.54,202.20000000000002,71.8,35,304,5
12577,3,40.419999999999995,327.89,188.06666666666663,564.1999999999999,73.92,97.32000000000001,330.06,45.95,48.15,35,359,5
12578,2,1185.85,1586.41,1386.13,2772.26,602.6300000000001,198.87,719.66,579.25,671.85,21,330,7
12579,1,410.72,410.72,410.72,410.72,69.30000000000001,74.3,134.82,39.0,93.3,78,78,1
12580,1,415.7,415.7,415.7,415.7,56.2,74.8,194.1,34.8,55.8,246,246,3
12581,1,197.71,197.71,197.71,197.71,17.700000000000003,57.26,94.8,0.0,27.95,39,39,1
12582,2,205.16,306.2,255.68,511.36,97.86,101.64,80.56,71.3,160.0,238,288,3
12583,15,243.1,855.86,479.156,7187.34,1141.2,1437.83,1496.86,2077.95,1033.5,2,373,0
12584,9,12.75,453.73,213.19444444444446,1918.75,209.45,0.0,40.2,618.6,1050.5,3,280,5
12585,2,777.25,1207.26,992.255,1984.51,185.25,401.89,603.97,160.0,633.4,234,351,7
12586,1,196.94000000000003,196.94000000000003,196.94000000000003,196.94000000000003,78.36000000000001,2.88,0.0,92.60000000000001,23.1,17,17,1
12587,1,144.0,144.0,144.0,144.0,104.0,0.0,0.0,0.0,40.0,7,7,1
12588,1,214.89999999999998,214.89999999999998,214.89999999999998,214.89999999999998,0.0,10.2,34.8,34.650000000000006,135.25,39,39,1
12589,2,131.5,515.1800000000001,323.34000000000003,646.6800000000001,42.900000000000006,46.48,288.59999999999997,39.3,229.4,28,144,1
12590,2,523.0,9338.38,4930.69,9861.38,1903.8,787.9200000000001,1472.5,2333.7,3363.46,211,211,6
12591,1,452.84999999999997,452.84999999999997,452.84999999999997,452.84999999999997,108.0,91.8,93.6,29.700000000000003,129.75,317,317,3
12592,2,205.8,231.8,218.8,437.6,23.4,93.5,284.70000000000005,0.0,36.0,92,213,5
12593,3,85.8,236.0,139.36666666666667,418.1,21.0,0.0,321.6,0.0,75.5,108,218,5
12594,10,28.0,722.4000000000001,332.02200000000005,3320.2200000000003,1657.88,148.74,971.1,222.75000000000003,319.75,37,322,5
12596,2,269.95,348.32,309.135,618.27,67.85000000000001,229.61999999999998,12.600000000000001,87.39999999999999,220.8,51,242,5
12597,4,205.96,2048.36,920.7825,3683.13,523.09,589.96,743.9799999999999,639.85,1186.25,19,268,5
12598,8,36.0,700.46,375.335,3002.68,398.22,645.96,997.0,355.0,606.5,9,284,5
12599,7,78.6,201.86,147.51142857142855,1032.58,90.9,457.4,295.28,45.0,144.0,29,304,5
12600,10,76.5,427.94000000000005,258.104,2581.04,233.84,110.25999999999999,201.54,99.80000000000001,1935.6000000000001,28,371,5
12601,5,68.1,144.26,113.91199999999999,569.56,193.8,25.439999999999998,165.01999999999998,30.0,155.3,189,332,3
12602,1,153.12,153.12,153.12,153.12,29.82,54.400000000000006,45.0,0.0,23.9,58,58,1
12603,1,739.1999999999999,739.1999999999999,739.1999999999999,739.1999999999999,0.0,0.0,0.0,0.0,739.1999999999999,21,21,1
12604,2,75.68,178.5,127.09,254.18,28.200000000000003,68.48,109.8,29.700000000000003,18.0,79,261,5
12609,3,287.93,512.8,375.6166666666666,1126.85,251.46,144.1,253.44,163.4,314.45,78,318,5
12610,5,160.0,935.2,411.59799999999996,2057.99,297.59000000000003,261.8,613.4,200.3,684.9,22,126,1
12611,1,1193.32,1193.32,1193.32,1193.32,208.00000000000003,300.71999999999997,323.2,168.20000000000002,193.2,52,52,7
12612,1,643.59,643.59,643.59,643.59,197.9,86.03999999999999,24.0,118.95000000000002,216.70000000000002,74,74,1
12613,5,18.0,1756.46,643.796,3218.98,1145.52,195.86,924.3,581.9000000000001,371.4,57,262,5
12614,1,315.6,315.6,315.6,315.6,30.599999999999998,0.0,37.95,110.7,136.35,277,277,3
12615,4,422.85,656.95,572.7975,2291.19,665.62,267.68,585.3399999999999,237.05,535.5,2,168,1
12616,2,229.39999999999998,427.84999999999997,328.625,657.25,63.60000000000001,37.4,262.59999999999997,4.95,288.70000000000005,95,297,5
12617,1,352.98,352.98,352.98,352.98,136.95000000000002,26.13,147.5,22.5,19.9,29,29,1
12618,1,177.31,177.31,177.31,177.31,17.700000000000003,41.16,0.0,29.85,88.6,21,21,1
12619,8,199.8,688.0,401.85125,3214.81,529.0,1415.04,768.8699999999999,0.0,501.9,16,253,5
12620,3,377.66,561.66,446.46999999999997,1339.4099999999999,258.59999999999997,264.34,547.92,160.45000000000002,108.1,14,204,5
12621,20,49.800000000000004,1209.8,680.6034999999999,13612.07,4531.63,1667.58,2786.7599999999998,1399.1,3227.0,1,365,0
12622,1,180.1,180.1,180.1,180.1,53.800000000000004,20.4,19.799999999999997,29.85,56.25,232,232,3
12623,1,305.1,305.1,305.1,305.1,106.8,59.8,82.69999999999999,19.8,36.0,276,276,3
12624,2,299.94,341.19,320.565,641.13,60.0,103.28,202.6,73.35,201.9,106,177,1
12625,2,967.2,1652.22,1309.71,2619.42,765.0,425.62,525.3,199.2,704.3,211,319,7
12626,9,132.8,1377.55,709.8166666666666,6388.349999999999,1986.44,678.85,1560.11,799.6,1363.35,23,326,0
12627,7,72.0,1183.72,639.79,4478.53,1107.76,427.28,1698.54,545.8000000000001,699.15,10,140,1
12628,3,215.25,333.64,256.5366666666667,769.61,172.85999999999999,53.46,331.64,84.15,127.5,4,64,1
12630,2,569.09,701.79,635.44,1270.88,267.72,126.08,270.76,202.87,403.45,9,43,1
12631,1,640.5,640.5,640.5,640.5,54.900000000000006,53.6,140.7,111.10000000000001,280.2,57,57,1
12633,4,215.23000000000002,1012.82,535.1575,2140.63,641.14,423.63,269.4,259.36,547.1,58,287,5
12635,2,683.64,1005.54,844.5899999999999,1689.1799999999998,395.36,299.08,545.04,152.45,297.25,89,154,7
12637,8,4.63,1502.03,741.78125,5934.25,980.13,605.5799999999999,1926.1299999999999,1384.7,1037.71,67,323,5
12638,1,671.69,671.69,671.69,671.69,89.03999999999999,199.32,109.22999999999999,101.6,172.5,33,33,1
12639,1,486.1,486.1,486.1,486.1,65.7,18.0,184.5,57.1,160.8,238,238,3
12640,3,77.76,764.59,391.5266666666667,1174.5800000000002,234.88000000000002,25.2,107.69999999999999,210.4,596.4000000000001,23,81,1
12641,1,185.9,185.9,185.9,185.9,30.599999999999998,13.200000000000001,53.25,31.85,57.0,115,115,1
12642,3,291.96000000000004,366.45,337.75333333333333,1013.26,215.16,116.6,417.4,89.55000000000001,174.55,25,107,1
12643,6,202.48000000000002,1202.22,557.44,3344.6400000000003,1305.6,131.04,1140.0,0.0,768.0,128,332,5
12644,1,477.91,477.91,477.91,477.91,14.940000000000001,99.32,173.2,143.70000000000002,46.75,129,129,1
12645,4,369.29999999999995,492.16,438.845,1755.38,513.6400000000001,235.24,753.3,109.20000000000002,144.0,33,316,5
12646,2,615.28,731.6899999999999,673.4849999999999,1346.9699999999998,90.18,282.6,528.72,367.42,78.05,4,49,1
12647,12,85.5,545.9,305.99333333333334,3671.92,807.24,174.72,691.4499999999999,851.51,1147.0,22,369,5
12648,1,318.05,318.05,318.05,318.05,29.400000000000002,37.4,122.6,33.2,95.45,154,154,1
12649,3,15.299999999999999,375.0,207.83666666666667,623.51,327.24,133.22,94.19999999999999,14.850000000000001,54.0,107,212,5
